article_id	span_start	span_end	span	context	label
776345502	690	700	DIRTY WORK	BREAKING NEWS: TRUMP TELLS JEFF SESSIONS TO PUT AN END TO RUSSIA PROBE AS HE CLAIMS PROSECUTORS DOING MUELLER’S ‘DIRTY WORK ARE A DISGRACE’ TO AMERICA White House WON’T say if Trump will order Jeff Sessions to fire Robert Mueller But the president tweeted Wednesday that Sessions should end Mueller’s probe Sessions recused himself from Russia-election-meddling matters in March 2017 That led to Mueller’s appointment as an outside investigator, not loyal to Trump New tension comes as former Trump campaign chair Paul Manafort goes on trial, facing unrelated financial-crime charges, with Mueller’s team prosecuting him Donald Trump has ratcheted up his pressure on Attorney General Jeff Sessions, saying in a tweet that the Attorney General of the United States should step in and put an end to Special Counsel Robert Mueller’s long-running Russia probe ‘Attorney General Jeff Sessions should stop this Rigged Witch Hunt right now,’ the president tweeted.	Loaded_Language
782017101	3309	3321	holy old boy	When he heard that the Council was being convened, then-Cardinal Montini is supposed to have sighed, “This holy old boy doesn’t realise what a hornet’s nest he’s stirring up.” Nonetheless, he stirred it.	Name_Calling,Labeling
766632016	1294	1402	The twelfth-century Muslim historian Ibn Baydhaq detailed how the Almohads treated the Jews as they advanced	The twelfth-century Muslim historian Ibn Baydhaq detailed how the Almohads treated the Jews as they advanced: Abd al-Mumin…the leader of the Almohads after the death of Muhammad ibn Tumart the Mahdi…captured Tlemcen [in the Maghreb] and killed all those who were in it, including the Jews, except those who embraced Islam….	Appeal_to_Authority
780786973	303	328	Disgraced and discredited	Mueller is ‘looking for trouble,’ Trump says cryptically  WASHINGTON — President Donald Trump continued bashing Robert S. Mueller III’s Russia investigation, saying cryptically Monday the special counsel is “looking for trouble.” Trump alleged in a morning tweet series that the former FBI director is “Disgraced and discredited,” claiming his staff amounts to nothing more than a “group of Angry Democrat Thugs.” That came hours after a Sunday tweet in which he referred to the special counsel team as a “gang.” Both are words with loaded meanings for his conservative political base.	Name_Calling,Labeling
780414700	2286	2330	May God bless and keep Bishop Robert Morlino	May God bless and keep Bishop Robert Morlino.	Slogans
725498022	19752	19789	the notorious Italian priest-pederast	Despite his claims that he punishes the guilty, it was in fact Francis who reversed the previous, Benedict-era sentence against the notorious Italian priest-pederast Mario Inzoli at the request of the now-equally notorious Cardinal Coccopalmerio.	Name_Calling,Labeling
790266787	6390	6401	freaked out	Democrats predictably freaked out at the decision to have a woman lead the questioning since their primary objective here is to embarrass and discredit Kavanaugh and other Republicans, not get at the truth.	Loaded_Language
762546428	1301	1315	indoctrination	Christopher Chin, head of Homeschool Louisiana, told The Times that parents are fed up with “the violence, the bullying, the unsafe environments.” Many parents are also disturbed by the social engineering, which amounts to brainwashing and indoctrination that goes on in a public school.	Repetition
766632016	4332	4343	annihilated	Hitler annihilated 400,000 Germans who were handicapped or suffered from chronic diseases.	Repetition
762546428	965	981	rampant violence	We’re dealing with probably between 1,200 and 1,400 calls and emails per month, and prior to that it was 600 to 700.” But according to Natural News, it isn’t just the rampant violence worrying some parents.	Loaded_Language
730389374	1801	1821	monumental stupidity	If Tehran did, it would be an act of monumental stupidity.	Loaded_Language
789615291	1868	1878	naked ploy	But in the face of this naked ploy to bork Kavanaugh and derail the confirmation process for partisan advantage, the Republicans seem to be reverting to their customary preemptive cringe.	Loaded_Language
774007496	478	491	"""Allah Akbar"""	"While the 69-year-old Jewish man (wearing a kippah on his head) was coming out of the synagogue, heading for a bakery near 17 rue Pelleport in Paris 20 th, he was attacked by a 19-year-old man, of North African descent, who hit him on the body and on the head, knocked down, pulled by the hair and beaten while shouting ""Allah Akbar""."	Repetition
778664280	10838	10854	truly homophobic	It is truly homophobic for any bishop to lie to the gay community about this, and to risk the immortal souls of the sheep merely so that the shepherd might pride himself on occupying the politically correct high ground.	Loaded_Language
795691173	1154	1175	tortured and beheaded	Turkish authorities and media have said audio recordings show that Khashoggi was tortured and beheaded inside the consulate, although the recordings have not been released.	Appeal_to_fear-prejudice
787955075	2557	2582	panicking right about now	government [and] the mockery it made out of the Constitution and all of the wrongdoing that was done by various officials within the Department of Justice, the FBI and the DNC [Democratic National Committee].” It is so far unknown when these documents will be declassified in an unredacted version, but it is safe to say that Democrats are probably panicking right about now.	Loaded_Language
765197039	3019	3031	the infidels	Muhammad advises the same thing, according to the tradition of the Muslim doctors: wherefore the great Temur always strove to exterminate the infidels, as much to acquire that glory, as to signalise himself by the greatness of his conquests.” After conquest came dhimmitude, the subjugated status that the Qur’an mandates for “the People of the Book” (primarily Jews and Christians).	Name_Calling,Labeling
